datetime,open,high,low,close,volume
2025-09-19 10:36:00,241.61000,241.72710,241.41000,241.72000,125313
2025-09-19 10:37:00,241.72160,241.74550,241.54910,241.65500,90757
2025-09-19 10:38:00,241.65500,241.67999,241.53999,241.64000,103402
2025-09-19 10:39:00,241.63000,241.75,241.49001,241.71001,148348
2025-09-19 10:40:00,241.71001,241.78000,241.63000,241.67999,121287
2025-09-19 10:41:00,241.69000,241.92999,241.48000,241.91000,242869
2025-09-19 10:42:00,241.91000,242.039993,241.74001,241.93730,396023
2025-09-19 10:43:00,241.92999,242.080002,241.82001,241.99001,192005
2025-09-19 10:44:00,241.98000,242.033005,241.87000,241.91000,126095
2025-09-19 10:45:00,241.92000,242.029999,241.89999,241.92439,119761
2025-09-19 10:46:00,241.91499,241.94000,241.82001,241.83000,137885
2025-09-19 10:47:00,241.83000,242.087601,241.82870,242.070007,154278
2025-09-19 10:48:00,242.050003,242.12000,241.99541,242.089996,163554
2025-09-19 10:49:00,242.089996,242.23000,242.050003,242.21001,232275
2025-09-19 10:50:00,242.22000,242.32990,242.22000,242.29300,172341
2025-09-19 10:51:00,242.30000,242.47990,242.29311,242.46001,208717
2025-09-19 10:52:00,242.45000,242.80721,242.41000,242.78999,509959
2025-09-19 10:53:00,242.78999,242.86000,242.70590,242.82899,283388
2025-09-19 10:54:00,242.84000,243.14999,242.84000,243.089996,500699
2025-09-19 10:55:00,243.089996,243.14999,242.66000,242.74001,359339
2025-09-19 10:56:00,242.75,243.050003,242.62000,243.020004,261733
2025-09-19 10:57:00,243.029999,243.16000,242.86000,242.97710,179334
2025-09-19 10:58:00,242.97459,242.98000,242.53000,242.67000,191534
2025-09-19 10:59:00,242.67000,242.98000,242.63000,242.84000,181609
2025-09-19 11:00:00,242.85500,243,242.70000,242.71500,171443
2025-09-19 11:01:00,242.70000,242.85980,242.67920,242.75,122106
2025-09-19 11:02:00,242.74001,242.83000,242.67999,242.76801,111895
2025-09-19 11:03:00,242.76331,242.97000,242.75999,242.77690,151820
2025-09-19 11:04:00,242.77000,242.77000,242.56000,242.62000,132816
2025-09-19 11:05:00,242.62000,242.66499,242.42000,242.57001,155197
2025-09-19 11:06:00,242.57001,242.60001,242.35001,242.5,188369
2025-09-19 11:07:00,242.52000,242.95990,242.45500,242.89000,262815
2025-09-19 11:08:00,242.89000,243,242.74001,242.74130,124031
2025-09-19 11:09:00,242.75,242.97000,242.60001,242.62000,206964
2025-09-19 11:10:00,242.63000,242.88000,242.61000,242.77000,116645
2025-09-19 11:11:00,242.75,242.82001,242.61160,242.71001,81850
2025-09-19 11:12:00,242.70000,242.83000,242.61360,242.66000,81610
2025-09-19 11:13:00,242.66000,242.69000,242.39999,242.39999,125343
2025-09-19 11:14:00,242.40500,242.41000,242.17000,242.22000,185572
2025-09-19 11:15:00,242.21500,242.22000,241.99500,242.059998,216745
2025-09-19 11:16:00,242.080002,242.21001,242,242.16370,151999
2025-09-19 11:17:00,242.16360,242.20000,242.029999,242.080002,117788
2025-09-19 11:18:00,242.070007,242.13000,242,242.074997,101952
2025-09-19 11:19:00,242.072296,242.19000,242.020004,242.085007,66586
2025-09-19 11:20:00,242.085007,242.25999,242.029999,242.18500,136378
2025-09-19 11:21:00,242.19991,242.20000,242.0099945,242.014999,89400
2025-09-19 11:22:00,242.0084076,242.026596,241.80000,241.83009,152724
2025-09-19 11:23:00,241.84911,242.059998,241.82001,242.039993,110779
2025-09-19 11:24:00,242.054993,242.21001,241.80870,241.92310,215527
2025-09-19 11:25:00,241.91150,241.97000,241.85500,241.92999,106853
2025-09-19 11:26:00,241.92999,241.98000,241.82001,241.98000,95158
2025-09-19 11:27:00,241.98000,242.059998,241.86501,242.0099945,69411
2025-09-19 11:28:00,242.0097046,242.14000,241.92999,242.080002,72125
2025-09-19 11:29:00,242.11880,242.28000,242.059998,242.28000,128960
2025-09-19 11:30:00,242.27370,242.30499,242.049194,242.24001,197681
2025-09-19 11:31:00,242.23170,242.53999,242.22000,242.49989,179553
2025-09-19 11:32:00,242.5,242.57130,242.39000,242.52000,131010
2025-09-19 11:33:00,242.53000,242.64000,242.42999,242.61000,91080
2025-09-19 11:34:00,242.61510,242.80000,242.61000,242.78000,103049
2025-09-19 11:35:00,242.77499,242.85001,242.67000,242.72000,121123
2025-09-19 11:36:00,242.70000,242.70000,242.44000,242.48599,117472
2025-09-19 11:37:00,242.48000,242.68990,242.46001,242.67000,93408
2025-09-19 11:38:00,242.67999,242.67999,242.42999,242.49001,70618
2025-09-19 11:39:00,242.49001,242.49001,242.34000,242.39999,94953
2025-09-19 11:40:00,242.39999,242.46001,242.34010,242.38000,68483
2025-09-19 11:41:00,242.38000,242.48000,242.36000,242.39000,77302
2025-09-19 11:42:00,242.38499,242.47639,242.36000,242.42841,101419
2025-09-19 11:43:00,242.42999,242.64670,242.42999,242.59500,91059
2025-09-19 11:44:00,242.60001,242.86690,242.60001,242.64500,165056
2025-09-19 11:45:00,242.64000,242.68500,242.49500,242.58000,79287
2025-09-19 11:46:00,242.58000,242.70711,242.33000,242.70711,114003
2025-09-19 11:47:00,242.69000,242.70000,242.53931,242.64999,63366
2025-09-19 11:48:00,242.67999,242.68990,242.57870,242.60500,63724
2025-09-19 11:49:00,242.61000,242.70000,242.57010,242.60001,60099
2025-09-19 11:50:00,242.61000,242.81000,242.57001,242.81000,73672
2025-09-19 11:51:00,242.81551,242.86620,242.74651,242.78999,105211
2025-09-19 11:52:00,242.79500,242.89000,242.70000,242.86011,68410
2025-09-19 11:53:00,242.86000,242.94000,242.82001,242.84500,97062
2025-09-19 11:54:00,242.84200,242.92999,242.80000,242.91499,62795
2025-09-19 11:55:00,242.91000,242.92000,242.77240,242.84000,71326
2025-09-19 11:56:00,242.83000,242.87000,242.64999,242.85500,99106
2025-09-19 11:57:00,242.86000,243.20000,242.78510,243.15970,240678
2025-09-19 11:58:00,243.14999,243.39000,242.99989,243.36011,215282
2025-09-19 11:59:00,243.36000,243.38000,243.19000,243.28999,111894
2025-09-19 12:00:00,243.27000,243.36501,243.17000,243.26500,129920
2025-09-19 12:01:00,243.26379,243.44000,243.26379,243.39999,134573
2025-09-19 12:02:00,243.39999,243.42000,243.24001,243.27800,139188
2025-09-19 12:03:00,243.28000,243.44080,243.27000,243.43500,98516
2025-09-19 12:04:00,243.44000,243.46001,243.34010,243.39500,73366
2025-09-19 12:05:00,243.39000,243.46581,243.37000,243.39500,67312
2025-09-19 12:06:00,243.39999,243.49989,243.39000,243.45000,86924
2025-09-19 12:07:00,243.45000,243.56000,243.42000,243.53011,134428
2025-09-19 12:08:00,243.55000,243.57620,243.47000,243.52499,88710
2025-09-19 12:09:00,243.52499,243.67990,243.52319,243.63850,106589
2025-09-19 12:10:00,243.64000,243.91251,243.63000,243.89999,176434
2025-09-19 12:11:00,243.92000,244.20000,243.89999,244.17000,407719
2025-09-19 12:12:00,244.16100,244.16870,243.82339,244.10561,221982
2025-09-19 12:13:00,244.10001,244.17500,243.97099,244.17500,144095
2025-09-19 12:14:00,244.17000,244.27510,244.080002,244.27510,204817
2025-09-19 12:15:00,244.28000,244.39000,244.039993,244.070007,285360
2025-09-19 12:16:00,244.071396,244.080002,243.92999,243.98000,242453
2025-09-19 12:17:00,243.96500,244.035004,243.83000,243.96400,1292574
2025-09-19 12:18:00,244,244.070007,243.89000,243.99001,132945
2025-09-19 12:19:00,244.0099945,244.19000,243.96500,244.080002,189287
2025-09-19 12:20:00,244.11000,244.19000,244.00010681,244.16000,146918
2025-09-19 12:21:00,244.14999,244.39999,244.14999,244.38989,201410
2025-09-19 12:22:00,244.38370,244.48730,244.35001,244.47000,184363
2025-09-19 12:23:00,244.46400,244.5,244.32001,244.38499,244918
2025-09-19 12:24:00,244.37860,244.45000,244.24001,244.29010,100441
2025-09-19 12:25:00,244.28999,244.39650,244.21010,244.37000,73098
2025-09-19 12:26:00,244.37000,244.53101,244.34000,244.44540,157529
2025-09-19 12:27:00,244.43500,244.55000,244.42000,244.47501,127335
2025-09-19 12:28:00,244.47000,244.50540,244.41000,244.47000,103553
2025-09-19 12:29:00,244.46500,244.56911,244.44000,244.52000,105167
2025-09-19 12:30:00,244.51250,244.54500,244.41000,244.44000,137851
2025-09-19 12:31:00,244.44000,244.61000,244.44000,244.54990,129457
2025-09-19 12:32:00,244.53999,244.56000,244.33009,244.35001,170770
2025-09-19 12:33:00,244.34250,244.48000,244.26871,244.47009,1158070
2025-09-19 12:34:00,244.47459,244.71001,244.47459,244.66000,204689
2025-09-19 12:35:00,244.66000,244.97250,244.66000,244.94000,286962
2025-09-19 12:36:00,244.93550,245.13000,244.83000,244.97000,791851
2025-09-19 12:37:00,244.97000,245.050003,244.89000,244.89999,168259
2025-09-19 12:38:00,244.90500,244.94000,244.75560,244.80000,167160
2025-09-19 12:39:00,244.81039,244.85001,244.73000,244.82001,97831
2025-09-19 12:40:00,244.82001,244.98520,244.78000,244.89630,138818
2025-09-19 12:41:00,244.89000,245.30000,244.89000,245.25011,309932
2025-09-19 12:42:00,245.24001,245.27000,245.14000,245.21001,182602
2025-09-19 12:43:00,245.21001,245.80000,245.21001,245.62000,582810
2025-09-19 12:44:00,245.60500,245.66000,245.34000,245.54260,260772
2025-09-19 12:45:00,245.54150,245.82990,245.46080,245.62000,197263
2025-09-19 12:46:00,245.61011,245.78999,245.50999,245.59000,358735
2025-09-19 12:47:00,245.58000,245.78011,245.52000,245.78011,250596
2025-09-19 12:48:00,245.78500,245.92000,245.75,245.77000,1673823
2025-09-19 12:49:00,245.77000,245.77000,245.43100,245.46629,235326
2025-09-19 12:50:00,245.46010,245.5,245.10001,245.30400,309929
2025-09-19 12:51:00,245.31000,245.52499,245.19250,245.19250,190647
2025-09-19 12:52:00,245.20000,245.42999,245.17349,245.375,200221
2025-09-19 12:53:00,245.39000,245.49001,245.25999,245.45050,128216
2025-09-19 12:54:00,245.47350,245.55299,245.41100,245.43500,106911
2025-09-19 12:55:00,245.43500,245.43500,245.20000,245.23300,92801
2025-09-19 12:56:00,245.25,245.33501,245.19000,245.22450,109715
2025-09-19 12:57:00,245.22701,245.37700,245.17999,245.27000,105960
2025-09-19 12:58:00,245.32001,245.37000,245.22000,245.28999,99969
2025-09-19 12:59:00,245.28000,245.32001,245.12000,245.15500,187614
2025-09-19 13:00:00,245.16000,245.39999,245.14999,245.25500,129329
2025-09-19 13:01:00,245.28000,245.33141,244.92000,244.95000,195699
2025-09-19 13:02:00,244.95000,245.10890,244.89999,244.98500,160379
2025-09-19 13:03:00,244.98500,245.13499,244.89999,245.13000,129949
2025-09-19 13:04:00,245.12000,245.16000,245,245.020004,104024
2025-09-19 13:05:00,245.020004,245.30000,245.0099945,245.19000,146261
2025-09-19 13:06:00,245.20000,245.34000,245.10001,245.31500,94169
2025-09-19 13:07:00,245.31441,245.42000,245.24001,245.25999,98439
2025-09-19 13:08:00,245.26990,245.39999,245.25,245.35500,89888
2025-09-19 13:09:00,245.34000,245.39000,245.25079,245.30991,86357
2025-09-19 13:10:00,245.30000,245.30000,245.16000,245.23500,94530
2025-09-19 13:11:00,245.25011,245.5,245.23000,245.39000,133499
2025-09-19 13:12:00,245.39000,245.39999,245.25,245.28500,88645
2025-09-19 13:13:00,245.28500,245.34000,245.22000,245.28500,89558
2025-09-19 13:14:00,245.28500,245.30000,245.11000,245.17500,84243
2025-09-19 13:15:00,245.17500,245.31010,245.12000,245.28999,77036
2025-09-19 13:16:00,245.28999,245.30000,245.12000,245.21069,88701
2025-09-19 13:17:00,245.22000,245.29900,245.14999,245.16000,70688
2025-09-19 13:18:00,245.16499,245.17239,245.059998,245.080002,93189
2025-09-19 13:19:00,245.080002,245.17500,245.032806,245.095001,118036
