datetime,open,high,low,close,volume
2025-09-19 10:40:00,426.70999,427.049988,426.53448,426.83499,120252
2025-09-19 10:41:00,426.83499,427.32999,426.70001,426.96500,148170
2025-09-19 10:42:00,426.95999,427.20001,426.63501,426.76001,103337
2025-09-19 10:43:00,426.73001,427.089996,426.16000,426.16000,155944
2025-09-19 10:44:00,426.22000,426.29990,425.23999,425.28000,316457
2025-09-19 10:45:00,425.25,425.59000,424.79999,425.49020,373743
2025-09-19 10:46:00,425.51709,425.68829,424.95999,425.090912,205600
2025-09-19 10:47:00,425.063904,425.063904,424.45001,424.68411,306528
2025-09-19 10:48:00,424.70001,425.25919,424.60999,425.13000,207235
2025-09-19 10:49:00,425.17929,425.67999,424.98001,425.42010,204430
2025-09-19 10:50:00,425.45410,425.56000,424.54999,424.71991,195509
2025-09-19 10:51:00,424.68909,425.099915,424.31009,424.48001,208527
2025-09-19 10:52:00,424.51999,425.44000,424.37000,424.98209,342220
2025-09-19 10:53:00,424.98499,425.040009,424.35001,424.63501,160195
2025-09-19 10:54:00,424.67001,425.5,424.60001,425.39999,205705
2025-09-19 10:55:00,425.45001,425.95001,425.13440,425.20151,302971
2025-09-19 10:56:00,425.10001,425.37000,424.5,424.59140,217448
2025-09-19 10:57:00,424.58499,425.39999,424.5,425.079987,199012
2025-09-19 10:58:00,425.12000,425.12000,424.67001,424.99219,98365
2025-09-19 10:59:00,424.99500,425.070007,424.59000,424.78690,107291
2025-09-19 11:00:00,424.60999,424.78580,424.070007,424.32001,218058
2025-09-19 11:01:00,424.31000,424.36880,423.39001,423.45010,293407
2025-09-19 11:02:00,423.48001,424.29999,423.37000,423.85999,262018
2025-09-19 11:03:00,423.82001,423.94000,423.44000,423.62579,148589
2025-09-19 11:04:00,423.57999,423.91501,423.48001,423.65701,135989
2025-09-19 11:05:00,423.60999,424.14001,423.57001,423.78900,140065
2025-09-19 11:06:00,423.82880,424.25,423.39999,424.049988,214517
2025-09-19 11:07:00,424.010010,424.19000,423.70001,423.79001,128894
2025-09-19 11:08:00,423.79999,423.92001,423.57001,423.64001,143490
2025-09-19 11:09:00,423.63000,423.97989,423.54999,423.66000,201493
2025-09-19 11:10:00,423.72000,424,422.66000,422.66000,355910
2025-09-19 11:11:00,422.64001,423.10001,422.64001,422.70001,191657
2025-09-19 11:12:00,422.70001,423.10001,422.57999,423.013000,187532
2025-09-19 11:13:00,423.015015,423.32999,422.64999,422.67499,181578
2025-09-19 11:14:00,422.67001,423.079895,422.60001,422.91360,180582
2025-09-19 11:15:00,422.89499,423.48999,422.87000,423.41171,185901
2025-09-19 11:16:00,423.44989,423.59000,422.97131,423.086700,144028
2025-09-19 11:17:00,423.084991,424.10999,422.98001,423.84500,236124
2025-09-19 11:18:00,423.82999,424.047485,423.60010,423.81000,149093
2025-09-19 11:19:00,423.85001,424.57999,423.77551,424.48999,231182
2025-09-19 11:20:00,424.44000,425.10999,424.38000,424.85001,263207
2025-09-19 11:21:00,424.87000,425.070007,424.38000,424.5,219433
2025-09-19 11:22:00,424.48019,424.62991,424.29001,424.38959,120782
